"Outcome","Gene","Study","Coef","SE","N","Pval","Cancer_type","Treatment","FDR"
"OS","PPAGs","ICB_Riaz__Melanoma__PD-(L)1",0.72,0.859,23,0.402289042850187,"Melanoma","PD-(L)1",0.614608259910008
"OS","proliferation_Pabla","ICB_Riaz__Melanoma__PD-(L)1",-0.082,0.249,23,0.74212529123527,"Melanoma","PD-(L)1",0.853485119376495
"OS","PTEN-MITF_Cabrita","ICB_Riaz__Melanoma__PD-(L)1",-0.236,0.697,23,0.73436405802334,"Melanoma","PD-(L)1",0.853485119376495
"OS","Response_Chen","ICB_Riaz__Melanoma__PD-(L)1",-0.842,0.591,23,0.154070040700322,"Melanoma","PD-(L)1",0.387775801755371
"OS","STAT1_Care","ICB_Riaz__Melanoma__PD-(L)1",-0.754,0.525,23,0.151067563678743,"Melanoma","PD-(L)1",0.387775801755371
"OS","SW480-cells_Bindea","ICB_Riaz__Melanoma__PD-(L)1",0.567,0.742,23,0.444684708517753,"Melanoma","PD-(L)1",0.652204239159371
"OS","T-helper-cells_Bindea","ICB_Riaz__Melanoma__PD-(L)1",-1.451,0.895,23,0.104888574543427,"Melanoma","PD-(L)1",0.320492866660472
"OS","TAM_Peng","ICB_Riaz__Melanoma__PD-(L)1",-1.161,1.018,23,0.254280860367223,"Melanoma","PD-(L)1",0.517979530377677
"OS","Tcell-accumulation_Peng","ICB_Riaz__Melanoma__PD-(L)1",-1.273,0.773,23,0.0994611973741384,"Melanoma","PD-(L)1",0.320492866660472
"OS","Tcell-exclusion_Arnon","ICB_Riaz__Melanoma__PD-(L)1",-0.349,0.817,23,0.669101618783795,"Melanoma","PD-(L)1",0.81744049060675
"OS","Tcell-exhaustion_Peng","ICB_Riaz__Melanoma__PD-(L)1",-0.644,1.022,23,0.528736941967514,"Melanoma","PD-(L)1",0.724150957911773
"OS","Tcell-inflamed_Ayers","ICB_Riaz__Melanoma__PD-(L)1",-0.845,0.472,23,0.0735973404862362,"Melanoma","PD-(L)1",0.320492866660472
"OS","Tcell-regulatory_Peng","ICB_Riaz__Melanoma__PD-(L)1",-1.461,1.005,23,0.146266177087275,"Melanoma","PD-(L)1",0.387775801755371
"OS","Tcells_Bindea","ICB_Riaz__Melanoma__PD-(L)1",-1.142,0.5,23,0.0224305314201193,"Melanoma","PD-(L)1",0.320492866660472
"OS","Tcells_Danaher","ICB_Riaz__Melanoma__PD-(L)1",-0.99,0.439,23,0.0240793954462403,"Melanoma","PD-(L)1",0.320492866660472
"OS","Tcm_Bindea","ICB_Riaz__Melanoma__PD-(L)1",-0.972,0.942,23,0.301849904680745,"Melanoma","PD-(L)1",0.553391491914698
"OS","Teff-IFNG_Fehrenbacher","ICB_Riaz__Melanoma__PD-(L)1",-0.764,0.458,23,0.0955067057397457,"Melanoma","PD-(L)1",0.320492866660472
"OS","Teff_McDermott","ICB_Riaz__Melanoma__PD-(L)1",-0.559,0.449,23,0.213254082109567,"Melanoma","PD-(L)1",0.451114404462546
"OS","TFH_Bindea","ICB_Riaz__Melanoma__PD-(L)1",-2.418,1.046,23,0.0208328685956842,"Melanoma","PD-(L)1",0.320492866660472
"OS","TGFB_Mariathasan","ICB_Riaz__Melanoma__PD-(L)1",0.425,0.462,23,0.35768918165568,"Melanoma","PD-(L)1",0.603535765593767
"OS","TIS_Damotte","ICB_Riaz__Melanoma__PD-(L)1",-0.685,0.483,23,0.156149001593919,"Melanoma","PD-(L)1",0.387775801755371
"OS","TLS_Cabrita","ICB_Riaz__Melanoma__PD-(L)1",-0.491,0.528,23,0.352086523229126,"Melanoma","PD-(L)1",0.603535765593767
"OS","TMEscoreA_plus","ICB_Riaz__Melanoma__PD-(L)1",-1.115,0.655,23,0.0888277345139693,"Melanoma","PD-(L)1",0.320492866660472
"OS","TMEscoreB_plus","ICB_Riaz__Melanoma__PD-(L)1",0.113,0.836,23,0.892953979153528,"Melanoma","PD-(L)1",0.93004406556177
"OS","TypeI-IFNReponse_Rooney","ICB_Riaz__Melanoma__PD-(L)1",-0.209,0.492,23,0.671039121537912,"Melanoma","PD-(L)1",0.81744049060675
"OS","TypeII-IFNReponse_Rooney","ICB_Riaz__Melanoma__PD-(L)1",-0.396,0.748,23,0.596176845746454,"Melanoma","PD-(L)1",0.760557630022942
"OS","VIGex_Hernando-Calvo","ICB_Riaz__Melanoma__PD-(L)1",-0.801,0.49,23,0.102060157208976,"Melanoma","PD-(L)1",0.320492866660472
"OS","WNT_target","ICB_Riaz__Melanoma__PD-(L)1",0.447,0.649,23,0.491187502656056,"Melanoma","PD-(L)1",0.698515635748608
"OS","ADO_Sidders","ICB_Van_Allen__Melanoma__CTLA4",-0.657,0.643,42,0.306814622738585,"Melanoma","CTLA4",0.460221934107877
"OS","APM_Thompson","ICB_Van_Allen__Melanoma__CTLA4",-0.976,0.457,42,0.0327436814186569,"Melanoma","CTLA4",0.0781383306581585
"OS","APM_Wang","ICB_Van_Allen__Melanoma__CTLA4",-1.264,0.495,42,0.0106740178415249,"Melanoma","CTLA4",0.0448308749344046
"OS","Base_excision_repair","ICB_Van_Allen__Melanoma__CTLA4",-0.315,0.593,42,0.59555765871226,"Melanoma","CTLA4",0.727134350753341
"OS","Bcell_Budczies","ICB_Van_Allen__Melanoma__CTLA4",-0.814,0.367,42,0.0264736728659708,"Melanoma","CTLA4",0.0687242801846957
"OS","Bcell_Helmink","ICB_Van_Allen__Melanoma__CTLA4",-1.478,0.944,42,0.117496913492691,"Melanoma","CTLA4",0.218675259396478
"OS","Bcells_Danaher","ICB_Van_Allen__Melanoma__CTLA4",-0.814,0.367,42,0.0264736728659708,"Melanoma","CTLA4",0.0687242801846957
"OS","Bcells_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-1.079,0.444,42,0.014985588947191,"Melanoma","CTLA4",0.0507576399824211
"OS","Blood_Friedlander","ICB_Van_Allen__Melanoma__CTLA4",-0.85,0.732,42,0.245863517968492,"Melanoma","CTLA4",0.403369834167057
"OS","C-ECM_Chakravarthy","ICB_Van_Allen__Melanoma__CTLA4",0.424,0.681,42,0.533552821779331,"Melanoma","CTLA4",0.666941027224164
"OS","CAF_Peng","ICB_Van_Allen__Melanoma__CTLA4",0.472,0.486,42,0.331226899862606,"Melanoma","CTLA4",0.476224610522855
"OS","CCL5-CXCL9_Dangaj","ICB_Van_Allen__Melanoma__CTLA4",-1.138,0.402,42,0.00459136538661031,"Melanoma","CTLA4",0.0344352403995773
"OS","CD39-CD8Tcell_Chow","ICB_Van_Allen__Melanoma__CTLA4",-1.383,0.412,42,0.000785943339381268,"Melanoma","CTLA4",0.0296428336642746
"OS","CD8_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-0.966,0.373,42,0.00955726048094317,"Melanoma","CTLA4",0.043997723740451
"OS","CD8_Sade-Feldman ","ICB_Van_Allen__Melanoma__CTLA4",-0.059,0.773,42,0.939185912759726,"Melanoma","CTLA4",0.966809027840894
"OS","CD8_Tcells_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-1.673,0.883,42,0.0580251073619136,"Melanoma","CTLA4",0.12963055900002
"OS","CD8_Tcells_Danaher","ICB_Van_Allen__Melanoma__CTLA4",-0.764,0.346,42,0.0273973353263852,"Melanoma","CTLA4",0.0687242801846957
"OS","CellCycle","ICB_Van_Allen__Melanoma__CTLA4",0.176,0.743,42,0.812565340416607,"Melanoma","CTLA4",0.863450111170839
"OS","CellCycle_Reg","ICB_Van_Allen__Melanoma__CTLA4",-0.191,0.736,42,0.795669014939494,"Melanoma","CTLA4",0.863450111170839
"OS","Chemokine_Messina","ICB_Van_Allen__Melanoma__CTLA4",-1.177,0.466,42,0.0115554035414384,"Melanoma","CTLA4",0.0449376804389272
"OS","CIN25_Carter","ICB_Van_Allen__Melanoma__CTLA4",0.101,0.395,42,0.797902429724938,"Melanoma","CTLA4",0.863450111170839
"OS","CIN70_Carter","ICB_Van_Allen__Melanoma__CTLA4",0.189,0.423,42,0.654665615736364,"Melanoma","CTLA4",0.772358310700204
"OS","Co-Inhibition-Tcell_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-1.348,0.438,42,0.00210805176733335,"Melanoma","CTLA4",0.0296428336642746
"OS","Co-Stimulation-APC_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-1.272,0.574,42,0.0266089112022472,"Melanoma","CTLA4",0.0687242801846957
"OS","Co-Stimulation-Tcell_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-0.736,0.406,42,0.0701117415992908,"Melanoma","CTLA4",0.148024495199051
"OS","COX-IS_Bonavita","ICB_Van_Allen__Melanoma__CTLA4",-0.676,0.339,42,0.0461026489608599,"Melanoma","CTLA4",0.10757284757534
"OS","CRMA_Shukla","ICB_Van_Allen__Melanoma__CTLA4",0.645,0.293,42,0.0274897120738783,"Melanoma","CTLA4",0.0687242801846957
"OS","CYT_Davoli","ICB_Van_Allen__Melanoma__CTLA4",-1.084,0.361,42,0.00269769495855345,"Melanoma","CTLA4",0.0296428336642746
"OS","CYT_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-1.106,0.353,42,0.001717363101951,"Melanoma","CTLA4",0.0296428336642746
"OS","Cytotoxic-cells_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-1.604,0.486,42,0.000963639136864177,"Melanoma","CTLA4",0.0296428336642746
"OS","Cytotoxic-cells_Danaher","ICB_Van_Allen__Melanoma__CTLA4",-1.082,0.373,42,0.00370920562208174,"Melanoma","CTLA4",0.0299589684860448
"OS","DC_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-0.514,0.463,42,0.267102733763983,"Melanoma","CTLA4",0.424936167351791
"OS","DC_Danaher","ICB_Van_Allen__Melanoma__CTLA4",-0.47,0.374,42,0.208735593481285,"Melanoma","CTLA4",0.347892655802142
"OS","DDR","ICB_Van_Allen__Melanoma__CTLA4",0.438,0.823,42,0.594963369358489,"Melanoma","CTLA4",0.727134350753341
"OS","DNA_replication","ICB_Van_Allen__Melanoma__CTLA4",0.179,0.488,42,0.714244954149175,"Melanoma","CTLA4",0.80640559339423
"OS","EMT_Thompson","ICB_Van_Allen__Melanoma__CTLA4",-0.034,0.554,42,0.951455534529615,"Melanoma","CTLA4",0.969930399277762
"OS","EMT1","ICB_Van_Allen__Melanoma__CTLA4",-0.387,0.775,42,0.617503969762195,"Melanoma","CTLA4",0.74526341178196
"OS","EMT2","ICB_Van_Allen__Melanoma__CTLA4",0.207,0.499,42,0.67873933953171,"Melanoma","CTLA4",0.782666342365274
"OS","EMT3","ICB_Van_Allen__Melanoma__CTLA4",0.375,0.507,42,0.45953167240581,"Melanoma","CTLA4",0.61860032823859
"OS","EMTstroma_Wang","ICB_Van_Allen__Melanoma__CTLA4",0.218,0.538,42,0.685764795215288,"Melanoma","CTLA4",0.782666342365274
"OS","Eosinophils_Bindea","ICB_Van_Allen__Melanoma__CTLA4",1.058,1.022,42,0.300535049974214,"Melanoma","CTLA4",0.457335945612935
"OS","GPAGs","ICB_Van_Allen__Melanoma__CTLA4",-0.549,0.726,42,0.449198166902477,"Melanoma","CTLA4",0.612542954867014
"OS","Homologous_recombination","ICB_Van_Allen__Melanoma__CTLA4",0.448,0.636,42,0.481811315617364,"Melanoma","CTLA4",0.628518980962126
"OS","ICB-resistance_Peng","ICB_Van_Allen__Melanoma__CTLA4",-1.365,0.579,42,0.0183874985162395,"Melanoma","CTLA4",0.0541732029363675
"OS","iDC_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-0.749,0.767,42,0.328779227465274,"Melanoma","CTLA4",0.476224610522855
"OS","IFN_Ayers","ICB_Van_Allen__Melanoma__CTLA4",-0.598,0.219,42,0.00627243022794816,"Melanoma","CTLA4",0.0404352769091084
"OS","ImmuneCells_Xiong","ICB_Van_Allen__Melanoma__CTLA4",-1.517,1.332,42,0.25479283985768,"Melanoma","CTLA4",0.411588433616253
"OS","ImmuneScore_Roh","ICB_Van_Allen__Melanoma__CTLA4",-1.405,0.517,42,0.00654666388052231,"Melanoma","CTLA4",0.0404352769091084
"OS","ImmunoScore_Hao","ICB_Van_Allen__Melanoma__CTLA4",-1.761,0.587,42,0.00270592341008609,"Melanoma","CTLA4",0.0296428336642746
"OS","IMPRES_Auslander","ICB_Van_Allen__Melanoma__CTLA4",2.341,1.301,42,0.0718976119538246,"Melanoma","CTLA4",0.148024495199051
"OS","IMS_Cui","ICB_Van_Allen__Melanoma__CTLA4",0.136,0.489,42,0.781428849884378,"Melanoma","CTLA4",0.863450111170839
"OS","Inflammatory_Thompson","ICB_Van_Allen__Melanoma__CTLA4",-1.267,0.435,42,0.00356729571266237,"Melanoma","CTLA4",0.0299589684860448
"OS","IPRES_Hugo","ICB_Van_Allen__Melanoma__CTLA4",0.683,0.975,42,0.48365490833403,"Melanoma","CTLA4",0.628518980962126
"OS","IPS_Charoentong","ICB_Van_Allen__Melanoma__CTLA4",0.006,0.195,42,0.973579435191801,"Melanoma","CTLA4",0.973579435191801
"OS","IPSOV_Shen","ICB_Van_Allen__Melanoma__CTLA4",-2.453,1.572,42,0.118709426529516,"Melanoma","CTLA4",0.218675259396478
"OS","IRG_Ayers","ICB_Van_Allen__Melanoma__CTLA4",-0.676,0.217,42,0.0018564202869866,"Melanoma","CTLA4",0.0296428336642746
"OS","IRG_Yang","ICB_Van_Allen__Melanoma__CTLA4",-1.565,0.629,42,0.0128696607990902,"Melanoma","CTLA4",0.0465970477208437
"OS","KDM5A_Wang","ICB_Van_Allen__Melanoma__CTLA4",0.671,0.522,42,0.198310263692368,"Melanoma","CTLA4",0.335848027220946
"OS","M1_Hwang","ICB_Van_Allen__Melanoma__CTLA4",-1.658,0.962,42,0.0849023758481809,"Melanoma","CTLA4",0.16508795303813
"OS","Macrophage_Danaher","ICB_Van_Allen__Melanoma__CTLA4",-0.968,0.411,42,0.0185736695781832,"Melanoma","CTLA4",0.0541732029363675
"OS","Macrophages_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-0.129,0.593,42,0.827926092635631,"Melanoma","CTLA4",0.863450111170839
"OS","Macrophages_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-1.002,0.556,42,0.0715992536343578,"Melanoma","CTLA4",0.148024495199051
"OS","Mast-cells_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-0.634,0.602,42,0.292834129657478,"Melanoma","CTLA4",0.452170347265223
"OS","MDSC_Peng","ICB_Van_Allen__Melanoma__CTLA4",1.766,0.748,42,0.018164955640737,"Melanoma","CTLA4",0.0541732029363675
"OS","MHC-I_Liu","ICB_Van_Allen__Melanoma__CTLA4",-1.889,0.732,42,0.009833877964714,"Melanoma","CTLA4",0.043997723740451
"OS","MHC-I_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-0.973,0.361,42,0.00710056811779299,"Melanoma","CTLA4",0.0412860569595898
"OS","MHC-II_Liu","ICB_Van_Allen__Melanoma__CTLA4",-2.13,0.796,42,0.0074708103069734,"Melanoma","CTLA4",0.0412860569595898
"OS","Myeloid-DC_Helmink","ICB_Van_Allen__Melanoma__CTLA4",-0.524,0.352,42,0.136319909552228,"Melanoma","CTLA4",0.246786043154896
"OS","Neutrophils_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-0.192,0.602,42,0.749589733305205,"Melanoma","CTLA4",0.837307680819644
"OS","Neutrophils_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-1.108,0.57,42,0.0517722366637819,"Melanoma","CTLA4",0.118175757602111
"OS","NK-CD56-cells_Danaher","ICB_Van_Allen__Melanoma__CTLA4",-0.491,0.35,42,0.160559707034776,"Melanoma","CTLA4",0.285741851502567
"OS","NK-cells_Danaher","ICB_Van_Allen__Melanoma__CTLA4",-0.578,0.325,42,0.0753050901517629,"Melanoma","CTLA4",0.152058355114137
"OS","NK-cells_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-0.79,0.333,42,0.0176832360998102,"Melanoma","CTLA4",0.0541732029363675
"OS","NonResponse_Chen","ICB_Van_Allen__Melanoma__CTLA4",0.099,0.462,42,0.830556773602426,"Melanoma","CTLA4",0.863450111170839
"OS","Nucleotide-excision-repair","ICB_Van_Allen__Melanoma__CTLA4",0.316,0.731,42,0.66591331363242,"Melanoma","CTLA4",0.77689886590449
"OS","PassON_Du","ICB_Van_Allen__Melanoma__CTLA4",-3.673,1.23,42,0.0028231270156452,"Melanoma","CTLA4",0.0296428336642746
"OS","PDL1_Nishino","ICB_Van_Allen__Melanoma__CTLA4",-0.98,0.394,42,0.0128037794602979,"Melanoma","CTLA4",0.0465970477208437
"OS","peri-Tcell_Hwang","ICB_Van_Allen__Melanoma__CTLA4",-2.064,0.869,42,0.0175020084236011,"Melanoma","CTLA4",0.0541732029363675
"OS","PPAGs","ICB_Van_Allen__Melanoma__CTLA4",1.001,0.733,42,0.172233039461344,"Melanoma","CTLA4",0.296466707269526
"OS","proliferation_Pabla","ICB_Van_Allen__Melanoma__CTLA4",0.11,0.228,42,0.629866367861993,"Melanoma","CTLA4",0.751545098017151
"OS","PTEN-MITF_Cabrita","ICB_Van_Allen__Melanoma__CTLA4",-0.319,0.456,42,0.484857499599354,"Melanoma","CTLA4",0.628518980962126
"OS","Response_Chen","ICB_Van_Allen__Melanoma__CTLA4",-1.455,0.528,42,0.0058702959248432,"Melanoma","CTLA4",0.0404352769091084
"OS","STAT1_Care","ICB_Van_Allen__Melanoma__CTLA4",-0.939,0.43,42,0.0291523608446546,"Melanoma","CTLA4",0.071185997411366
"OS","SW480-cells_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-0.896,0.909,42,0.323845532278421,"Melanoma","CTLA4",0.476224610522855
"OS","T-helper-cells_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-0.386,0.617,42,0.53162477742454,"Melanoma","CTLA4",0.666941027224164
"OS","TAM_Peng","ICB_Van_Allen__Melanoma__CTLA4",-0.725,0.757,42,0.338048767811209,"Melanoma","CTLA4",0.476224610522855
"OS","Tcell-accumulation_Peng","ICB_Van_Allen__Melanoma__CTLA4",-0.992,0.562,42,0.0775654047003667,"Melanoma","CTLA4",0.15366731119884
"OS","Tcell-exclusion_Arnon","ICB_Van_Allen__Melanoma__CTLA4",-0.479,0.594,42,0.420734924941224,"Melanoma","CTLA4",0.581278514721427
"OS","Tcell-exhaustion_Peng","ICB_Van_Allen__Melanoma__CTLA4",-0.837,0.774,42,0.279944405525078,"Melanoma","CTLA4",0.4387188444796
"OS","Tcell-inflamed_Ayers","ICB_Van_Allen__Melanoma__CTLA4",-1.388,0.453,42,0.00215335796643867,"Melanoma","CTLA4",0.0296428336642746
"OS","Tcell-regulatory_Peng","ICB_Van_Allen__Melanoma__CTLA4",-2.055,0.81,42,0.0112355357319144,"Melanoma","CTLA4",0.0449376804389272
"OS","Tcells_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-0.908,0.352,42,0.00981011617166013,"Melanoma","CTLA4",0.043997723740451
"OS","Tcells_Danaher","ICB_Van_Allen__Melanoma__CTLA4",-1.006,0.345,42,0.00352034411821346,"Melanoma","CTLA4",0.0299589684860448
"OS","Teff-IFNG_Fehrenbacher","ICB_Van_Allen__Melanoma__CTLA4",-0.946,0.365,42,0.0095392523615813,"Melanoma","CTLA4",0.043997723740451
"OS","Teff_McDermott","ICB_Van_Allen__Melanoma__CTLA4",-0.95,0.369,42,0.0100566225692459,"Melanoma","CTLA4",0.043997723740451
"OS","TFH_Bindea","ICB_Van_Allen__Melanoma__CTLA4",-1.147,0.721,42,0.111771466726788,"Melanoma","CTLA4",0.213381891023869
"OS","TGFB_Mariathasan","ICB_Van_Allen__Melanoma__CTLA4",0.014,0.282,42,0.960755630321142,"Melanoma","CTLA4",0.969993665228076
"OS","TIS_Damotte","ICB_Van_Allen__Melanoma__CTLA4",-1.511,0.501,42,0.0025459329571425,"Melanoma","CTLA4",0.0296428336642746
"OS","TLS_Cabrita","ICB_Van_Allen__Melanoma__CTLA4",-1.155,0.468,42,0.0136453412887546,"Melanoma","CTLA4",0.0477586945106409
"OS","TMEscoreA_plus","ICB_Van_Allen__Melanoma__CTLA4",-0.8,0.438,42,0.0677583550201177,"Melanoma","CTLA4",0.148024495199051
"OS","TMEscoreB_plus","ICB_Van_Allen__Melanoma__CTLA4",0.558,0.585,42,0.340160436087754,"Melanoma","CTLA4",0.476224610522855
"OS","TypeI-IFNReponse_Rooney","ICB_Van_Allen__Melanoma__CTLA4",-0.663,0.478,42,0.165673248943328,"Melanoma","CTLA4",0.289928185650823
"OS","TypeII-IFNReponse_Rooney","ICB_Van_Allen__Melanoma__CTLA4",0.27,0.433,42,0.532567658922631,"Melanoma","CTLA4",0.666941027224164
"OS","VIGex_Hernando-Calvo","ICB_Van_Allen__Melanoma__CTLA4",-0.894,0.388,42,0.0212934065543711,"Melanoma","CTLA4",0.0604272348164584
"OS","WNT_target","ICB_Van_Allen__Melanoma__CTLA4",0.091,0.418,42,0.828052372048234,"Melanoma","CTLA4",0.863450111170839
